;ano;sigla_uf;id_municipio;populacao
895;2021;CE;2300408;17584
896;2021;CE;2300507;11846
897;2021;CE;2300606;7712
898;2021;CE;2300705;16077
899;2021;CE;2300754;44195
900;2021;CE;2300804;7402
901;2021;CE;2300903;14742
902;2021;CE;2301000;81581
903;2021;CE;2301109;75392
904;2021;CE;2301208;26600
905;2021;CE;2301257;10983
906;2021;CE;2301307;21707
907;2021;CE;2301406;11759
908;2021;CE;2301505;7848
909;2021;CE;2301604;23537
910;2021;CE;2301703;24567
911;2021;CE;2301802;6318
912;2021;CE;2301851;18313
913;2021;CE;2301901;61662
914;2021;CE;2301950;22715
915;2021;CE;2302008;22834
916;2021;CE;2302057;15069
917;2021;CE;2302107;36127
918;2021;CE;2302206;54315
919;2021;CE;2302305;32851
920;2021;CE;2302404;54680
921;2021;CE;2302503;50195
922;2021;CE;2302602;64147
923;2021;CE;2302701;27513
